car_name,speed,safe_distance,reaction_time,time
AggressiveCar2,3.61,16.12,0.51,14.8
AggressiveCar3,5.58,14.73,0.69,7.7
AggressiveCar4,6.64,17.5,0.71,7.7
AggressiveCar1,5.26,23.5,0.75,14.9
AggressiveCar2,5.88,26.28,0.74,14.9
AggressiveCar3,5.22,13.99,0.54,7.8
AggressiveCar4,5.75,15.43,0.53,7.8
AggressiveCar1,3.95,17.65,0.45,15.0
AggressiveCar2,3.81,17.02,0.54,15.0
AggressiveCar3,6.25,17.05,0.7,7.9
AggressiveCar4,4.93,13.44,0.42,7.9
AggressiveCar1,4.8,21.44,0.44,15.1
AggressiveCar2,4.92,22.0,0.5,15.1
AggressiveCar3,4.56,12.63,0.35,8.0
AggressiveCar4,3.91,10.83,0.33,8.0
AggressiveCar1,5.08,22.72,0.53,15.2
AggressiveCar2,3.96,17.7,0.7,15.2
AggressiveCar3,6.41,18.04,0.63,8.1
AggressiveCar4,4.42,12.46,0.67,8.1
AggressiveCar1,5.27,23.57,0.59,15.3
AggressiveCar2,4.8,21.47,0.37,15.3
AggressiveCar3,3.68,10.53,0.39,8.2
AggressiveCar4,3.28,9.37,0.37,8.2
AggressiveCar1,3.47,15.52,0.46,15.4
AggressiveCar2,4.01,17.92,0.66,15.4
AggressiveCar3,5.81,16.87,0.54,8.3
AggressiveCar4,4.45,12.93,0.68,8.3
AggressiveCar1,3.3,14.73,0.43,15.5
AggressiveCar2,5.06,22.6,0.63,15.5
AggressiveCar3,5.01,14.77,0.55,8.4
AggressiveCar4,6.45,19.02,0.71,8.4
AggressiveCar1,6.16,27.52,0.73,15.6
AggressiveCar2,4.99,22.32,0.56,15.6
AggressiveCar3,5.58,16.72,0.73,8.5
AggressiveCar4,3.47,10.4,0.48,8.5
AggressiveCar1,4.18,18.68,0.31,15.7
AggressiveCar2,4.53,20.26,0.57,15.7
AggressiveCar3,3.48,10.59,0.36,8.6
AggressiveCar4,3.6,10.94,0.37,8.6
AggressiveCar1,3.81,17.05,0.47,15.8
AggressiveCar2,4.13,18.48,0.53,15.8
AggressiveCar3,4.11,12.69,0.33,8.7
AggressiveCar4,5.8,17.9,0.68,8.7
AggressiveCar1,5.49,24.52,0.66,15.9
AggressiveCar2,4.56,20.4,0.4,15.9
AggressiveCar3,5.9,18.46,0.73,8.8
AggressiveCar4,4.49,14.05,0.47,8.8
AggressiveCar5,0.0,25,0.3,0.0
AggressiveCar6,0.0,25,0.3,0.0
AggressiveCar1,5.13,22.92,0.68,16.0
AggressiveCar2,4.51,20.14,0.39,16.0
AggressiveCar3,4.71,14.94,0.6,8.9
AggressiveCar4,4.13,13.1,0.32,8.9
AggressiveCar5,20.58,0.92,0.64,0.1
AggressiveCar6,13.42,0.6,0.39,0.1
AggressiveCar1,3.94,17.6,0.4,16.1
AggressiveCar2,4.44,19.87,0.47,16.1
AggressiveCar3,4.36,14.04,0.58,9.0
AggressiveCar4,6.66,21.44,0.63,9.0
AggressiveCar5,11.52,1.03,0.65,0.2
AggressiveCar6,10.29,0.92,0.48,0.2
AggressiveCar1,4.61,20.6,0.53,16.2
AggressiveCar2,4.79,21.4,0.57,16.2
AggressiveCar3,3.85,12.57,0.54,9.1
AggressiveCar4,5.97,19.49,0.55,9.1
AggressiveCar5,10.89,1.46,0.66,0.3
AggressiveCar6,10.22,1.37,0.59,0.3
AggressiveCar1,3.25,14.51,0.41,16.3
AggressiveCar2,4.87,21.78,0.38,16.3
AggressiveCar3,3.62,11.97,0.43,9.2
AggressiveCar4,3.93,12.99,0.31,9.2
AggressiveCar5,0.0,1.14,0.45,0.4
